# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY,autoX,autoY
9.000,1500.000,50.050,-4.214,0.759,718.000,59.000,-2.865,-0.084,1.000,1.000
9.000,1501.000,50.083,-2.792,-1.317,719.000,57.000,1.421,-2.076,-0.340,-0.480
9.000,1502.000,50.117,-2.513,-0.185,719.000,58.000,0.279,1.132,-0.053,0.044
9.000,1503.000,50.150,-4.262,0.833,717.000,59.000,-1.749,1.019,0.014,0.029
9.000,1504.000,50.183,-1.836,-4.250,719.000,54.000,2.426,-5.083,-0.088,-0.063
9.000,1505.000,50.217,-3.652,0.175,717.000,58.000,-1.816,4.425,0.079,-0.002
9.000,1506.000,50.250,-4.287,-2.842,716.000,55.000,-0.635,-3.018,0.004,-0.021
9.000,1507.000,50.284,-3.858,-1.558,716.000,56.000,0.429,1.284,-0.021,0.064
9.000,1508.000,50.317,-2.472,3.598,717.000,61.000,1.386,5.156,0.034,-0.107
9.000,1509.000,50.350,-4.225,1.238,715.000,59.000,-1.753,-2.360,-0.055,0.004
9.000,1510.000,50.384,0.197,3.114,719.000,61.000,4.423,1.876,0.010,-0.027
9.000,1511.000,50.417,-0.822,-2.197,718.000,56.000,-1.020,-5.311,-0.066,0.087
9.000,1512.000,50.450,0.260,-4.978,719.000,53.000,1.082,-2.780,0.040,0.054
9.000,1513.000,50.484,-3.766,1.520,715.000,59.000,-4.026,6.498,-0.015,-0.107
9.000,1514.000,50.517,-2.390,-8.632,716.000,49.000,1.377,-10.152,-0.045,0.037
9.000,1515.000,50.550,-3.151,-2.769,715.000,54.000,-0.761,5.863,0.018,0.058
9.000,1516.000,50.584,-2.836,1.508,715.000,58.000,0.315,4.277,0.029,-0.148
9.000,1517.000,50.617,-8.552,2.357,709.000,59.000,-5.716,0.849,-0.096,0.195
9.000,1518.000,50.651,-3.697,1.122,713.000,58.000,4.855,-1.236,0.060,-0.079
9.000,1519.000,50.684,-1.327,9.009,715.000,66.000,2.370,7.888,-0.062,-0.066
9.000,1520.000,50.717,-6.194,5.109,710.000,63.000,-4.867,-3.901,-0.003,0.023
9.000,1521.000,50.751,3.425,-8.402,719.000,50.000,9.619,-13.511,0.076,0.028
9.000,1522.000,50.784,-3.917,2.438,712.000,60.000,-7.343,10.840,-0.003,-0.059
9.000,1523.000,50.817,-6.526,1.194,709.000,59.000,-2.608,-1.244,0.018,0.033
9.000,1524.000,50.851,-3.873,-4.925,711.000,53.000,2.653,-6.119,-0.001,0.086
9.000,1525.000,50.884,-9.486,-1.433,705.000,56.000,-5.613,3.493,-0.033,-0.161
9.000,1526.000,50.918,-0.537,-3.289,713.000,54.000,8.949,-1.857,-0.002,0.096
9.000,1527.000,50.951,-3.484,-0.961,710.000,56.000,-2.946,2.329,0.039,-0.027
9.000,1528.000,50.984,-6.135,0.136,707.000,57.000,-2.652,1.096,-0.046,0.011
9.000,1529.000,51.018,-5.522,0.122,707.000,57.000,0.614,-0.014,0.002,0.075
9.000,1530.000,51.051,-8.969,0.110,703.000,57.000,-3.448,-0.012,0.100,-0.093
9.000,1531.000,51.084,-9.073,-1.901,702.000,55.000,-0.103,-2.011,-0.089,0.065
9.000,1532.000,51.118,-8.165,-2.711,702.000,54.000,0.907,-0.810,0.027,-0.010
9.000,1533.000,51.151,-7.349,1.560,702.000,58.000,0.817,4.271,-0.078,-0.040
9.000,1534.000,51.184,-2.614,3.404,706.000,60.000,4.735,1.844,0.077,0.018
9.000,1535.000,51.218,-5.352,-2.936,703.000,54.000,-2.739,-6.340,0.022,0.004
9.000,1536.000,51.251,-2.817,-1.643,705.000,55.000,2.535,1.294,-0.021,-0.002
9.000,1537.000,51.285,-6.536,-1.478,701.000,55.000,-3.718,0.164,0.016,-0.057
9.000,1538.000,51.318,-9.882,-12.331,697.000,44.000,-3.346,-10.852,0.030,0.023
9.000,1539.000,51.351,8.106,-3.098,714.000,52.000,17.988,9.233,-0.020,-0.027
9.000,1540.000,51.385,8.296,-0.788,715.000,54.000,0.189,2.310,-0.036,0.068
9.000,1541.000,51.418,4.466,-3.709,712.000,51.000,-3.830,-2.921,-0.025,0.010
9.000,1542.000,51.451,9.019,-1.338,717.000,53.000,4.553,2.371,0.027,-0.051
9.000,1543.000,51.485,9.117,-1.204,718.000,53.000,0.098,0.134,-0.014,-0.011
9.000,1544.000,51.518,8.206,-1.084,718.000,53.000,-0.912,0.120,0.051,0.035
9.000,1545.000,51.551,7.385,0.025,718.000,54.000,-0.821,1.108,-0.051,-0.025
9.000,1546.000,51.585,9.647,-2.978,721.000,51.000,2.261,-3.002,-0.016,0.013
9.000,1547.000,51.618,4.682,-3.680,717.000,50.000,-4.965,-0.702,0.015,0.000
9.000,1548.000,51.652,6.214,-0.312,719.000,53.000,1.532,3.368,-0.022,-0.055
9.000,1549.000,51.685,9.592,-1.281,723.000,52.000,3.379,-0.969,0.023,0.070
9.000,1550.000,51.718,5.633,-11.153,720.000,42.000,-3.959,-9.872,-0.027,-0.033
9.000,1551.000,51.752,9.070,-3.038,724.000,49.000,3.437,8.115,-0.003,0.037
9.000,1552.000,51.785,5.163,-11.734,721.000,40.000,-3.907,-8.696,0.045,0.013
9.000,1553.000,51.818,4.647,-8.560,721.000,42.000,-0.516,3.173,-0.029,-0.027
9.000,1554.000,51.852,0.182,-9.704,717.000,40.000,-4.465,-1.144,0.016,-0.014
