# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY,autoX,autoY
9.000,1200.000,40.040,-0.347,-9.205,771.000,46.000,-7.739,-4.533,1.000,1.000
9.000,1201.000,40.073,4.688,-9.284,776.000,45.000,5.035,-0.080,-0.389,-0.446
9.000,1202.000,40.107,0.219,-15.356,772.000,38.000,-4.469,-6.072,-0.109,0.054
9.000,1203.000,40.140,4.197,-7.820,776.000,44.000,3.978,7.536,0.040,-0.152
9.000,1204.000,40.173,3.777,-13.038,776.000,38.000,-0.420,-5.218,-0.026,0.035
9.000,1205.000,40.207,0.400,-9.734,773.000,40.000,-3.378,3.304,-0.001,0.027
9.000,1206.000,40.240,0.360,-11.761,773.000,37.000,-0.040,-2.027,-0.017,-0.056
9.000,1207.000,40.274,2.324,-10.585,775.000,37.000,1.964,1.176,0.080,0.098
9.000,1208.000,40.307,2.091,-9.526,775.000,37.000,-0.232,1.058,-0.092,-0.080
9.000,1209.000,40.340,4.882,-8.574,778.000,37.000,2.791,0.953,0.067,0.113
9.000,1210.000,40.374,-2.606,-7.716,771.000,37.000,-7.488,0.857,-0.042,-0.141
9.000,1211.000,40.407,-0.345,-6.945,773.000,37.000,2.261,0.772,0.031,0.068
9.000,1212.000,40.440,-4.311,-6.250,769.000,37.000,-3.965,0.694,0.014,-0.003
9.000,1213.000,40.474,0.120,-5.625,773.000,37.000,4.431,0.625,-0.136,0.025
9.000,1214.000,40.507,-5.892,-5.063,767.000,37.000,-6.012,0.563,0.211,-0.035
9.000,1215.000,40.540,-7.303,-3.556,765.000,38.000,-1.411,1.506,-0.092,-0.013
9.000,1216.000,40.574,2.428,-2.201,774.000,39.000,9.730,1.356,-0.064,-0.012
9.000,1217.000,40.607,-0.815,-3.981,771.000,37.000,-3.243,-1.780,0.033,0.053
9.000,1218.000,40.641,0.266,-3.583,772.000,37.000,1.082,0.398,0.005,-0.031
9.000,1219.000,40.674,-9.760,-0.224,762.000,40.000,-10.027,3.358,0.032,0.013
9.000,1220.000,40.707,-15.784,6.798,755.000,47.000,-6.024,7.022,-0.068,-0.031
9.000,1221.000,40.741,-14.206,2.118,755.000,43.000,1.578,-4.680,0.058,0.001
