# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY,autoX,autoY
1.000,1800.000,60.060,-4.239,17.697,549.000,65.000,-5.085,19.145,1.000,1.000
1.000,1801.000,60.093,1.185,-3.072,554.000,46.000,5.424,-20.770,-0.526,-0.423
1.000,1802.000,60.127,-0.934,-2.765,552.000,46.000,-2.118,0.307,0.104,-0.138
1.000,1803.000,60.160,1.160,-0.489,554.000,48.000,2.093,2.277,-0.169,-0.047
1.000,1804.000,60.193,1.044,6.560,554.000,55.000,-0.116,7.049,0.133,0.201
1.000,1805.000,60.227,0.939,-3.096,554.000,46.000,-0.104,-9.656,-0.132,0.020
1.000,1806.000,60.260,-18.155,-7.786,535.000,41.000,-19.094,-4.690,0.159,-0.206
1.000,1807.000,60.294,0.661,-0.008,552.000,48.000,18.815,7.779,-0.090,0.119
1.000,1808.000,60.327,0.595,-0.007,552.000,48.000,-0.066,0.001,0.048,-0.085
1.000,1809.000,60.360,2.535,-0.006,554.000,48.000,1.941,0.001,-0.024,0.080
1.000,1810.000,60.394,0.282,-2.006,552.000,46.000,-2.254,-1.999,0.009,0.010
1.000,1811.000,60.427,2.254,-1.805,554.000,46.000,1.972,0.201,-0.029,-0.060
1.000,1812.000,60.460,0.028,-1.624,552.000,46.000,-2.225,0.180,-0.007,0.024
1.000,1813.000,60.494,2.025,0.538,554.000,48.000,1.997,2.162,0.066,-0.001
1.000,1814.000,60.527,-3.177,0.484,549.000,48.000,-5.203,-0.054,-0.082,0.012
1.000,1815.000,60.560,0.141,-1.564,552.000,46.000,3.318,-2.048,0.071,-0.025
1.000,1816.000,60.594,2.126,-1.408,554.000,46.000,1.986,0.156,-0.045,0.020
1.000,1817.000,60.627,1.914,0.733,554.000,48.000,-0.213,2.141,0.015,0.021
1.000,1818.000,60.661,1.722,0.660,554.000,48.000,-0.191,-0.073,0.004,-0.021
1.000,1819.000,60.694,-0.450,0.594,552.000,48.000,-2.172,-0.066,0.000,0.020
1.000,1820.000,60.727,1.595,-1.466,554.000,46.000,2.045,-2.059,-0.014,-0.042
1.000,1821.000,60.761,-0.564,-1.319,552.000,46.000,-2.160,0.147,0.022,0.041
1.000,1822.000,60.794,1.492,-1.187,554.000,46.000,2.056,0.132,-0.082,-0.003
1.000,1823.000,60.827,-0.657,0.932,552.000,48.000,-2.149,2.119,0.159,-0.010
1.000,1824.000,60.861,-0.591,-1.162,552.000,46.000,0.066,-2.093,-0.134,-0.031
1.000,1825.000,60.894,-0.532,-1.045,552.000,46.000,0.059,0.116,0.077,-0.007
1.000,1826.000,60.928,-0.479,1.059,552.000,48.000,0.053,2.105,-0.064,0.056
1.000,1827.000,60.961,-0.431,0.953,552.000,48.000,0.048,-0.106,0.057,-0.005
1.000,1828.000,60.994,1.612,0.858,554.000,48.000,2.043,-0.095,-0.075,-0.040
1.000,1829.000,61.028,-0.549,-1.228,552.000,46.000,-2.161,-2.086,0.070,-0.001
1.000,1830.000,61.061,1.506,0.895,554.000,48.000,2.055,2.123,-0.016,0.044
1.000,1831.000,61.094,-0.645,-1.195,552.000,46.000,-2.151,-2.089,-0.010,-0.014
1.000,1832.000,61.128,-0.580,-1.075,552.000,46.000,0.064,0.119,0.013,-0.043
1.000,1833.000,61.161,1.478,1.032,554.000,48.000,2.058,2.108,-0.018,0.037
1.000,1834.000,61.194,-0.670,0.929,552.000,48.000,-2.148,-0.103,0.035,0.026
1.000,1835.000,61.228,-0.603,0.836,552.000,48.000,0.067,-0.093,-0.069,-0.021
1.000,1836.000,61.261,-0.543,-1.247,552.000,46.000,0.060,-2.084,0.071,-0.043
1.000,1837.000,61.295,-0.489,0.877,552.000,48.000,0.054,2.125,-0.014,0.032
1.000,1838.000,61.328,1.560,0.790,554.000,48.000,2.049,-0.088,-0.028,0.014
1.000,1839.000,61.361,-0.596,0.711,552.000,48.000,-2.156,-0.079,0.025,0.019
1.000,1840.000,61.395,-0.536,0.640,552.000,48.000,0.060,-0.071,-0.027,-0.039
1.000,1841.000,61.428,-0.483,0.576,552.000,48.000,0.054,-0.064,0.008,-0.010
1.000,1842.000,61.461,-0.434,0.518,552.000,48.000,0.048,-0.058,0.048,0.031
1.000,1843.000,61.495,1.609,0.466,554.000,48.000,2.043,-0.052,-0.056,0.033
1.000,1844.000,61.528,1.448,-1.580,554.000,46.000,-0.161,-2.047,-0.014,-0.052
1.000,1845.000,61.561,1.303,-1.422,554.000,46.000,-0.145,0.158,0.079,-0.005
1.000,1846.000,61.595,-0.827,0.720,552.000,48.000,-2.130,2.142,-0.112,-0.014
1.000,1847.000,61.628,-0.744,0.648,552.000,48.000,0.083,-0.072,0.105,0.057
1.000,1848.000,61.662,-0.670,0.583,552.000,48.000,0.074,-0.065,-0.046,-0.021
1.000,1849.000,61.695,1.397,0.525,554.000,48.000,2.067,-0.058,0.011,0.012
1.000,1850.000,61.728,1.257,-1.528,554.000,46.000,-0.140,-2.052,0.004,-0.024
1.000,1851.000,61.762,-0.868,-1.375,552.000,46.000,-2.126,0.153,-0.048,-0.026
1.000,1852.000,61.795,1.219,-1.237,554.000,46.000,2.087,0.137,0.065,0.055
1.000,1853.000,61.828,-0.903,-1.114,552.000,46.000,-2.122,0.124,-0.081,-0.027
1.000,1854.000,61.862,1.187,-1.002,554.000,46.000,2.090,0.111,0.080,0.001
1.000,1855.000,61.895,1.068,-0.902,554.000,46.000,-0.119,0.100,-0.014,-0.035
1.000,1856.000,61.929,0.961,1.188,554.000,48.000,-0.107,2.090,0.007,0.047
1.000,1857.000,61.962,0.865,-0.931,554.000,46.000,-0.096,-2.119,-0.003,0.007
1.000,1858.000,61.995,-1.221,-0.838,552.000,46.000,-2.087,0.093,-0.083,-0.009
1.000,1859.000,62.029,-1.099,1.246,552.000,48.000,0.122,2.084,0.068,-0.006
1.000,1860.000,62.062,-0.989,1.122,552.000,48.000,0.110,-0.125,0.027,-0.017
1.000,1861.000,62.095,-0.890,1.009,552.000,48.000,0.099,-0.112,-0.022,0.058
1.000,1862.000,62.129,-0.801,-1.092,552.000,46.000,0.089,-2.101,-0.005,-0.065
1.000,1863.000,62.162,-0.721,-0.982,552.000,46.000,0.080,0.109,-0.007,0.029
1.000,1864.000,62.195,1.351,-0.884,554.000,46.000,2.072,0.098,-0.006,-0.021
1.000,1865.000,62.229,-0.784,1.204,552.000,48.000,-2.135,2.088,0.018,0.080
1.000,1866.000,62.262,-0.706,-0.916,552.000,46.000,0.078,-2.120,-0.024,-0.107
1.000,1867.000,62.296,1.365,-0.825,554.000,46.000,2.071,0.092,0.025,0.018
1.000,1868.000,62.329,-0.772,1.258,552.000,48.000,-2.136,2.082,0.010,0.039
1.000,1869.000,62.362,-0.694,-0.868,552.000,46.000,0.077,-2.126,-0.029,-0.038
1.000,1870.000,62.396,-0.625,1.219,552.000,48.000,0.069,2.087,0.044,0.045
1.000,1871.000,62.429,1.438,-0.903,554.000,46.000,2.062,-2.122,-0.064,-0.057
1.000,1872.000,62.462,1.294,1.187,554.000,48.000,-0.144,2.090,0.028,0.051
1.000,1873.000,62.496,-0.836,1.069,552.000,48.000,-2.129,-0.119,0.021,-0.024
1.000,1874.000,62.529,-0.752,0.962,552.000,48.000,0.084,-0.107,-0.013,0.047
1.000,1875.000,62.562,1.323,0.866,554.000,48.000,2.075,-0.096,-0.002,-0.053
1.000,1876.000,62.596,-0.809,0.779,552.000,48.000,-2.132,-0.087,-0.060,0.000
1.000,1877.000,62.629,1.272,0.701,554.000,48.000,2.081,-0.078,0.080,0.043
1.000,1878.000,62.663,-0.855,0.631,552.000,48.000,-2.127,-0.070,-0.007,-0.050
1.000,1879.000,62.696,-0.770,0.568,552.000,48.000,0.086,-0.063,0.022,0.042
1.000,1880.000,62.729,1.307,0.511,554.000,48.000,2.077,-0.057,-0.068,-0.032
1.000,1881.000,62.763,-0.824,0.460,552.000,48.000,-2.131,-0.051,0.050,0.012
1.000,1882.000,62.796,1.259,0.414,554.000,48.000,2.082,-0.046,-0.064,0.011
1.000,1883.000,62.829,-0.867,-1.627,552.000,46.000,-2.126,-2.041,0.041,-0.055
1.000,1884.000,62.863,-0.780,0.535,552.000,48.000,0.087,2.163,-0.027,0.068
1.000,1885.000,62.896,1.298,0.482,554.000,48.000,2.078,-0.054,0.062,-0.036
1.000,1886.000,62.930,1.168,0.434,554.000,48.000,-0.130,-0.048,-0.002,0.041
1.000,1887.000,62.963,1.051,-1.610,554.000,46.000,-0.117,-2.043,-0.045,-0.071
1.000,1888.000,62.996,0.946,0.551,554.000,48.000,-0.105,2.161,-0.017,0.082
1.000,1889.000,63.030,-1.149,-1.504,552.000,46.000,-2.095,-2.055,0.039,-0.040
1.000,1890.000,63.063,-1.034,0.646,552.000,48.000,0.115,2.150,-0.009,-0.015
1.000,1891.000,63.096,-3.930,0.582,549.000,48.000,-2.897,-0.065,0.005,0.017
1.000,1892.000,63.130,-0.537,0.524,552.000,48.000,3.393,-0.058,0.028,0.014
1.000,1893.000,63.163,1.516,-1.529,554.000,46.000,2.054,-2.052,-0.067,-0.026
1.000,1894.000,63.196,1.365,-1.376,554.000,46.000,-0.152,0.153,0.062,-0.006
1.000,1895.000,63.230,1.228,0.762,554.000,48.000,-0.136,2.138,-0.088,0.043
1.000,1896.000,63.263,1.105,-1.314,554.000,46.000,-0.123,-2.076,0.086,-0.066
1.000,1897.000,63.297,-1.005,0.817,552.000,48.000,-2.111,2.131,-0.008,0.031
1.000,1898.000,63.330,1.095,0.735,554.000,48.000,2.101,-0.082,-0.002,0.022
1.000,1899.000,63.363,0.986,0.662,554.000,48.000,-0.110,-0.074,-0.038,0.030
1.000,1900.000,63.397,-1.113,-1.404,552.000,46.000,-2.099,-2.066,0.009,-0.057
1.000,1901.000,63.430,0.999,-1.264,554.000,46.000,2.111,0.140,0.029,-0.013
1.000,1902.000,63.463,-1.101,0.862,552.000,48.000,-2.100,2.126,-0.031,0.039
1.000,1903.000,63.497,-0.991,-1.224,552.000,46.000,0.110,-2.086,0.014,-0.004
1.000,1904.000,63.530,-0.892,-1.101,552.000,46.000,0.099,0.122,0.050,0.010
1.000,1905.000,63.563,1.197,-0.991,554.000,46.000,2.089,0.110,-0.104,-0.044
1.000,1906.000,63.597,-0.923,1.108,552.000,48.000,-2.120,2.099,0.086,0.060
1.000,1907.000,63.630,-0.830,-1.003,552.000,46.000,0.092,-2.111,-0.037,-0.046
1.000,1908.000,63.664,1.253,-0.903,554.000,46.000,2.083,0.100,-0.016,0.013
1.000,1909.000,63.697,-0.873,-0.812,552.000,46.000,-2.125,0.090,0.023,-0.019
1.000,1910.000,63.730,-0.785,1.269,552.000,48.000,0.087,2.081,0.043,0.025
1.000,1911.000,63.764,1.293,1.142,554.000,48.000,2.079,-0.127,-0.059,-0.002
1.000,1912.000,63.797,-0.836,1.028,552.000,48.000,-2.129,-0.114,0.025,-0.023
1.000,1913.000,63.830,-0.752,0.925,552.000,48.000,0.084,-0.103,-0.067,0.023
1.000,1914.000,63.864,-0.677,-1.168,552.000,46.000,0.075,-2.092,0.123,-0.013
1.000,1915.000,63.897,-0.610,0.949,552.000,48.000,0.068,2.117,-0.084,0.021
1.000,1916.000,63.931,-0.549,0.854,552.000,48.000,0.061,-0.095,0.049,-0.029
1.000,1917.000,63.964,-0.494,0.769,552.000,48.000,0.055,-0.085,-0.047,0.012
1.000,1918.000,63.997,-0.444,0.692,552.000,48.000,0.049,-0.077,0.025,0.006
1.000,1919.000,64.031,1.600,0.623,554.000,48.000,2.044,-0.069,-0.021,0.031
1.000,1920.000,64.064,-3.560,0.561,549.000,48.000,-5.160,-0.062,0.004,-0.051
1.000,1921.000,64.097,1.796,0.504,554.000,48.000,5.356,-0.056,0.039,0.056
1.000,1922.000,64.131,1.616,0.454,554.000,48.000,-0.180,-0.050,-0.021,-0.031
1.000,1923.000,64.164,1.455,-1.591,554.000,46.000,-0.162,-2.045,-0.046,-0.026
1.000,1924.000,64.197,-0.691,-1.432,552.000,46.000,-2.145,0.159,0.022,0.010
1.000,1925.000,64.231,1.378,-1.289,554.000,46.000,2.069,0.143,0.021,0.001
1.000,1926.000,64.264,-0.759,-1.160,552.000,46.000,-2.138,0.129,0.024,0.017
1.000,1927.000,64.298,-0.683,0.956,552.000,48.000,0.076,2.116,-0.006,-0.032
1.000,1928.000,64.331,-0.615,0.860,552.000,48.000,0.068,-0.096,-0.050,0.033
1.000,1929.000,64.364,1.446,0.774,554.000,48.000,2.062,-0.086,0.043,-0.019
1.000,1930.000,64.398,-0.698,0.697,552.000,48.000,-2.145,-0.077,-0.028,0.014
1.000,1931.000,64.431,-0.628,0.627,552.000,48.000,0.070,-0.070,0.005,0.004
1.000,1932.000,64.464,-0.566,0.564,552.000,48.000,0.063,-0.063,-0.007,-0.008
1.000,1933.000,64.498,-0.509,0.508,552.000,48.000,0.057,-0.056,0.055,-0.010
1.000,1934.000,64.531,1.542,-1.543,554.000,46.000,2.051,-2.051,-0.042,-0.006
1.000,1935.000,64.564,-0.612,-1.389,552.000,46.000,-2.154,0.154,-0.011,0.037
1.000,1936.000,64.598,-0.551,-1.250,552.000,46.000,0.061,0.139,-0.004,-0.026
1.000,1937.000,64.631,-0.496,0.875,552.000,48.000,0.055,2.125,0.016,0.030
1.000,1938.000,64.665,-0.446,-1.212,552.000,46.000,0.050,-2.088,0.030,-0.053
1.000,1939.000,64.698,-0.402,0.909,552.000,48.000,0.045,2.121,-0.029,0.051
1.000,1940.000,64.731,-0.362,-1.182,552.000,46.000,0.040,-2.091,-0.009,-0.013
1.000,1941.000,64.765,1.675,-1.064,554.000,46.000,2.036,0.118,-0.006,-0.025
1.000,1942.000,64.798,1.507,-0.957,554.000,46.000,-0.167,0.106,0.023,0.019
1.000,1943.000,64.831,-0.644,-0.862,552.000,46.000,-2.151,0.096,-0.037,-0.034
1.000,1944.000,64.865,-0.579,1.225,552.000,48.000,0.064,2.086,0.085,0.040
1.000,1945.000,64.898,1.479,1.102,554.000,48.000,2.058,-0.122,-0.090,0.005
1.000,1946.000,64.932,1.331,0.992,554.000,48.000,-0.148,-0.110,0.058,-0.019
1.000,1947.000,64.965,-0.802,0.893,552.000,48.000,-2.133,-0.099,-0.062,0.012
1.000,1948.000,64.998,-0.722,-1.197,552.000,46.000,0.080,-2.089,0.063,-0.018
1.000,1949.000,65.032,-0.650,0.923,552.000,48.000,0.072,2.120,-0.047,0.050
1.000,1950.000,65.065,-3.585,-3.169,549.000,44.000,-2.935,-4.092,0.050,-0.084
1.000,1951.000,65.098,-0.226,1.148,552.000,48.000,3.358,4.317,-0.017,0.051
1.000,1952.000,65.132,-0.204,1.033,552.000,48.000,0.023,-0.115,-0.034,-0.006
1.000,1953.000,65.165,1.817,0.930,554.000,48.000,2.020,-0.103,0.039,-0.004
1.000,1954.000,65.198,1.635,0.837,554.000,48.000,-0.182,-0.093,-0.040,0.011
1.000,1955.000,65.232,-0.529,-1.247,552.000,46.000,-2.163,-2.084,0.012,-0.023
1.000,1956.000,65.265,-0.476,0.878,552.000,48.000,0.053,2.125,0.020,0.049
1.000,1957.000,65.299,1.572,-1.210,554.000,46.000,2.048,-2.088,0.016,-0.057
1.000,1958.000,65.332,1.415,0.911,554.000,48.000,-0.157,2.121,-0.035,0.036
1.000,1959.000,65.365,1.273,-1.180,554.000,46.000,-0.141,-2.091,0.033,-0.037
1.000,1960.000,65.399,1.146,-1.062,554.000,46.000,-0.127,0.118,-0.056,0.063
1.000,1961.000,65.432,1.031,-0.956,554.000,46.000,-0.115,0.106,0.049,-0.048
1.000,1962.000,65.465,-1.072,1.140,552.000,48.000,-2.103,2.096,-0.050,0.007
1.000,1963.000,65.499,-0.965,1.026,552.000,48.000,0.107,-0.114,0.099,-0.012
1.000,1964.000,65.532,1.132,0.923,554.000,48.000,2.096,-0.103,-0.109,0.038
1.000,1965.000,65.565,-0.981,-1.169,552.000,46.000,-2.113,-2.092,0.096,-0.010
1.000,1966.000,65.599,1.117,-1.052,554.000,46.000,2.098,0.117,-0.050,-0.042
1.000,1967.000,65.632,-0.995,1.053,552.000,48.000,-2.112,2.105,-0.038,0.005
1.000,1968.000,65.666,-0.895,0.948,552.000,48.000,0.099,-0.105,0.017,0.026
1.000,1969.000,65.699,-0.806,0.853,552.000,48.000,0.090,-0.095,0.060,0.025
1.000,1970.000,65.732,1.275,-1.232,554.000,46.000,2.081,-2.085,-0.045,-0.024
1.000,1971.000,65.766,-0.853,-1.109,552.000,46.000,-2.127,0.123,0.027,-0.030
1.000,1972.000,65.799,1.233,1.002,554.000,48.000,2.085,2.111,-0.038,0.020
1.000,1973.000,65.832,1.109,0.902,554.000,48.000,-0.123,-0.100,0.009,0.025
1.000,1974.000,65.866,-1.002,0.811,552.000,48.000,-2.111,-0.090,0.017,-0.025
1.000,1975.000,65.899,-0.901,0.730,552.000,48.000,0.100,-0.081,0.019,0.003
1.000,1976.000,65.933,1.189,0.657,554.000,48.000,2.090,-0.073,-0.062,0.019
1.000,1977.000,65.966,-0.930,0.592,552.000,48.000,-2.119,-0.066,0.045,-0.016
1.000,1978.000,65.999,-0.837,0.532,552.000,48.000,0.093,-0.059,-0.023,0.013
1.000,1979.000,66.033,-0.753,0.479,552.000,48.000,0.084,-0.053,0.029,-0.007
1.000,1980.000,66.066,-0.678,0.431,552.000,48.000,0.075,-0.048,-0.023,-0.014
1.000,1981.000,66.099,1.390,-1.612,554.000,46.000,2.068,-2.043,0.031,0.008
1.000,1982.000,66.133,1.251,-1.451,554.000,46.000,-0.139,0.161,-0.043,0.005
1.000,1983.000,66.166,-0.874,0.694,552.000,48.000,-2.125,2.145,0.035,0.026
1.000,1984.000,66.199,-0.787,-1.375,552.000,46.000,0.087,-2.069,-0.027,-0.060
1.000,1985.000,66.233,-0.708,0.762,552.000,48.000,0.079,2.138,0.024,0.022
1.000,1986.000,66.266,1.363,-1.314,554.000,46.000,2.071,-2.076,-0.017,0.015
1.000,1987.000,66.300,-0.774,-1.182,552.000,46.000,-2.136,0.131,0.004,-0.001
1.000,1988.000,66.333,1.304,-1.064,554.000,46.000,2.077,0.118,0.008,-0.008
1.000,1989.000,66.366,-0.827,-0.958,552.000,46.000,-2.130,0.106,-0.013,-0.020
1.000,1990.000,66.400,1.256,1.138,554.000,48.000,2.083,2.096,-0.028,0.026
1.000,1991.000,66.433,1.130,1.024,554.000,48.000,-0.126,-0.114,0.035,0.028
1.000,1992.000,66.466,1.017,-1.078,554.000,46.000,-0.113,-2.102,0.004,-0.033
1.000,1993.000,66.500,0.916,-0.970,554.000,46.000,-0.102,0.108,0.007,-0.013
1.000,1994.000,66.533,-1.176,1.127,552.000,48.000,-2.092,2.097,-0.029,0.010
1.000,1995.000,66.566,0.942,1.014,554.000,48.000,2.118,-0.113,0.063,0.025
1.000,1996.000,66.600,0.847,0.913,554.000,48.000,-0.094,-0.101,-0.077,-0.020
1.000,1997.000,66.633,-1.237,-1.179,552.000,46.000,-2.085,-2.091,0.016,-0.000
1.000,1998.000,66.667,-1.114,-1.061,552.000,46.000,0.124,0.118,0.020,-0.016
1.000,1999.000,66.700,-1.002,1.045,552.000,48.000,0.111,2.106,-0.014,0.043
1.000,2000.000,66.733,-0.902,-1.059,552.000,46.000,0.100,-2.105,0.019,-0.034
1.000,2001.000,66.767,-0.812,1.047,552.000,48.000,0.090,2.106,-0.037,-0.003
1.000,2002.000,66.800,1.269,-1.058,554.000,46.000,2.081,-2.105,0.050,0.014
1.000,2003.000,66.833,1.142,-0.952,554.000,46.000,-0.127,0.106,-0.035,-0.003
1.000,2004.000,66.867,-0.972,1.143,552.000,48.000,-2.114,2.095,0.043,0.011
1.000,2005.000,66.900,-0.875,-0.971,552.000,46.000,0.097,-2.114,-0.063,-0.008
1.000,2006.000,66.934,-0.787,1.126,552.000,48.000,0.087,2.097,0.054,-0.033
1.000,2007.000,66.967,-0.708,1.013,552.000,48.000,0.079,-0.113,-0.047,0.054
1.000,2008.000,67.000,1.362,-1.088,554.000,46.000,2.071,-2.101,0.056,-0.029
1.000,2009.000,67.034,-0.774,1.021,552.000,48.000,-2.136,2.109,-0.173,0.068
1.000,2010.000,67.067,-0.696,-1.081,552.000,46.000,0.077,-2.102,0.267,-0.099
1.000,2011.000,67.100,1.373,-0.973,554.000,46.000,2.070,0.108,-0.117,-0.039
1.000,2012.000,67.134,-0.764,1.124,552.000,48.000,-2.137,2.097,0.001,0.123
1.000,2013.000,67.167,1.312,1.012,554.000,48.000,2.076,-0.112,-0.047,-0.014
1.000,2014.000,67.200,-0.819,-1.089,552.000,46.000,-2.131,-2.101,0.049,-0.053
1.000,2015.000,67.234,1.263,1.019,554.000,48.000,2.082,2.109,-0.044,-0.086
1.000,2016.000,67.267,-10.863,9.918,542.000,57.000,-12.126,8.898,0.066,0.204
1.000,2017.000,67.301,0.223,-0.074,552.000,48.000,11.086,-9.992,-0.017,-0.069
1.000,2018.000,67.334,2.201,-2.067,554.000,46.000,1.978,-1.993,-0.029,-0.045
1.000,2019.000,67.367,1.981,0.140,554.000,48.000,-0.220,2.207,0.001,0.020
1.000,2020.000,67.401,-0.217,0.126,552.000,48.000,-2.198,-0.014,0.040,-0.012
1.000,2021.000,67.434,-0.196,0.113,552.000,48.000,0.022,-0.013,-0.030,0.045
1.000,2022.000,67.467,-0.176,-1.898,552.000,46.000,0.020,-2.011,-0.028,-0.060
1.000,2023.000,67.501,-0.159,-1.708,552.000,46.000,0.018,0.190,0.028,0.023
1.000,2024.000,67.534,1.857,-1.537,554.000,46.000,2.016,0.171,-0.017,-0.002
1.000,2025.000,67.567,-0.328,0.616,552.000,48.000,-2.186,2.154,0.067,0.014
1.000,2026.000,67.601,-0.296,-1.445,552.000,46.000,0.033,-2.062,-0.055,-0.024
1.000,2027.000,67.634,1.734,-1.301,554.000,46.000,2.030,0.145,0.017,-0.013
1.000,2028.000,67.668,1.561,0.829,554.000,48.000,-0.173,2.130,-0.040,0.052
1.000,2029.000,67.701,-0.595,-1.254,552.000,46.000,-2.156,-2.083,0.044,-0.044
1.000,2030.000,67.734,-0.536,0.872,552.000,48.000,0.060,2.125,-0.043,0.026
1.000,2031.000,67.768,-0.482,0.785,552.000,48.000,0.054,-0.087,0.058,-0.014
1.000,2032.000,67.801,1.566,0.706,554.000,48.000,2.048,-0.078,-0.106,-0.026
1.000,2033.000,67.834,1.409,0.636,554.000,48.000,-0.157,-0.071,0.153,0.085
1.000,2034.000,67.868,1.268,-1.428,554.000,46.000,-0.141,-2.064,-0.096,-0.019
1.000,2035.000,67.901,1.142,-1.285,554.000,46.000,-0.127,0.143,0.038,-0.062
1.000,2036.000,67.935,1.027,-1.157,554.000,46.000,-0.114,0.129,-0.049,-0.008
1.000,2037.000,67.968,-1.075,0.959,552.000,48.000,-2.103,2.116,0.033,0.063
1.000,2038.000,68.001,1.032,-1.137,554.000,46.000,2.108,-2.096,-0.015,0.044
1.000,2039.000,68.035,-6.071,-7.023,547.000,40.000,-7.103,-5.886,0.030,-0.147
1.000,2040.000,68.068,1.536,-0.321,554.000,46.000,7.607,6.702,-0.001,0.077
1.000,2041.000,68.101,-0.618,-0.289,552.000,46.000,-2.154,0.032,-0.035,-0.006
1.000,2042.000,68.135,1.444,-0.260,554.000,46.000,2.062,0.029,0.036,0.012
1.000,2043.000,68.168,-0.700,-0.234,552.000,46.000,-2.144,0.026,-0.033,-0.005
1.000,2044.000,68.201,-0.630,-0.211,552.000,46.000,0.070,0.023,0.018,-0.032
1.000,2045.000,68.235,-0.567,1.810,552.000,48.000,0.063,2.021,-0.020,0.027
1.000,2046.000,68.268,-0.510,1.629,552.000,48.000,0.057,-0.181,0.021,0.023
1.000,2047.000,68.302,1.541,1.467,554.000,48.000,2.051,-0.163,0.024,-0.003
1.000,2048.000,68.335,-0.613,1.320,552.000,48.000,-2.154,-0.147,-0.028,-0.044
1.000,2049.000,68.368,1.448,1.188,554.000,48.000,2.061,-0.132,-0.009,0.025
1.000,2050.000,68.402,0.303,1.069,553.000,48.000,-1.145,-0.119,0.014,0.032
1.000,2051.000,68.435,1.273,-1.038,554.000,46.000,0.970,-2.107,-0.020,-0.030
1.000,2052.000,68.468,-0.854,-0.934,552.000,46.000,-2.127,0.104,0.006,-0.025
1.000,2053.000,68.502,-0.769,1.159,552.000,48.000,0.085,2.093,0.002,0.038
1.000,2054.000,68.535,1.308,1.043,554.000,48.000,2.077,-0.116,0.021,0.004
1.000,2055.000,68.568,1.177,-1.061,554.000,46.000,-0.131,-2.104,0.001,-0.034
1.000,2056.000,68.602,1.059,-0.955,554.000,46.000,-0.118,0.106,-0.020,0.035
1.000,2057.000,68.635,0.953,-0.859,554.000,46.000,-0.106,0.095,-0.024,-0.018
1.000,2058.000,68.669,0.858,-0.773,554.000,46.000,-0.095,0.086,0.030,-0.006
1.000,2059.000,68.702,-1.228,-0.696,552.000,46.000,-2.086,0.077,-0.000,-0.020
1.000,2060.000,68.735,-1.105,1.374,552.000,48.000,0.123,2.070,0.022,0.044
1.000,2061.000,68.769,-0.994,-0.764,552.000,46.000,0.110,-2.137,-0.049,-0.020
1.000,2062.000,68.802,1.105,-0.687,554.000,46.000,2.099,0.076,0.030,-0.013
1.000,2063.000,68.835,0.994,1.381,554.000,48.000,-0.110,2.069,-0.009,0.026
1.000,2064.000,68.869,-1.105,1.243,552.000,48.000,-2.099,-0.138,0.003,-0.017
1.000,2065.000,68.902,-0.994,1.119,552.000,48.000,0.110,-0.124,0.004,0.003
1.000,2066.000,68.936,-0.895,1.007,552.000,48.000,0.099,-0.112,-0.004,0.039
1.000,2067.000,68.969,1.194,-1.094,554.000,46.000,2.090,-2.101,0.020,-0.052
1.000,2068.000,69.002,-0.925,-0.984,552.000,46.000,-2.119,0.109,-0.050,0.019
1.000,2069.000,69.036,-0.832,-0.886,552.000,46.000,0.092,0.098,0.033,-0.025
1.000,2070.000,69.069,-0.749,1.203,552.000,48.000,0.083,2.089,-0.003,0.046
1.000,2071.000,69.102,-0.674,-0.918,552.000,46.000,0.075,-2.120,0.024,-0.052
1.000,2072.000,69.136,-0.607,1.174,552.000,48.000,0.067,2.092,-0.043,0.026
1.000,2073.000,69.169,-0.546,1.057,552.000,48.000,0.061,-0.117,0.040,0.033
1.000,2074.000,69.202,1.508,-1.049,554.000,46.000,2.055,-2.106,-0.050,-0.058
1.000,2075.000,69.236,-0.642,1.056,552.000,48.000,-2.151,2.105,0.055,0.044
1.000,2076.000,69.269,-0.578,-1.050,552.000,46.000,0.064,-2.106,-0.054,-0.031
1.000,2077.000,69.303,-0.520,1.055,552.000,48.000,0.058,2.105,0.042,0.038
1.000,2078.000,69.336,1.532,-1.050,554.000,46.000,2.052,-2.106,-0.033,-0.059
1.000,2079.000,69.369,-0.621,1.055,552.000,48.000,-2.153,2.105,0.034,0.051
1.000,2080.000,69.403,1.441,0.949,554.000,48.000,2.062,-0.105,-0.006,-0.013
1.000,2081.000,69.436,-0.703,0.854,552.000,48.000,-2.144,-0.095,0.005,0.008
1.000,2082.000,69.469,1.367,-1.231,554.000,46.000,2.070,-2.085,-0.046,-0.036
1.000,2083.000,69.503,-0.770,0.892,552.000,48.000,-2.137,2.123,0.051,0.045
1.000,2084.000,69.536,-0.693,-1.197,552.000,46.000,0.077,-2.089,-0.038,-0.019
1.000,2085.000,69.569,-0.624,-1.077,552.000,46.000,0.069,0.120,0.039,-0.021
