# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY
0.000,900.000,30.030,3.304,1.287,906.000,102.000,1.855,0.968
0.000,901.000,30.063,14.974,15.159,918.000,116.000,11.670,13.871
0.000,902.000,30.097,-2.524,11.643,902.000,114.000,-17.497,-3.516
0.000,903.000,30.130,-6.271,-1.521,898.000,102.000,-3.748,-13.164
0.000,904.000,30.163,-11.644,8.631,892.000,112.000,-5.373,10.152
0.000,905.000,30.197,7.520,-3.232,910.000,101.000,19.164,-11.863
0.000,906.000,30.230,7.768,10.091,911.000,114.000,0.248,13.323
0.000,907.000,30.264,-5.009,-6.918,899.000,98.000,-12.777,-17.009
0.000,908.000,30.297,2.492,-12.226,906.000,92.000,7.501,-5.308
0.000,909.000,30.330,-7.757,4.996,896.000,108.000,-10.249,17.223
0.000,910.000,30.364,8.019,12.497,911.000,116.000,15.776,7.500
0.000,911.000,30.397,4.217,-12.753,908.000,92.000,-3.802,-25.250
0.000,912.000,30.430,26.795,-2.478,931.000,101.000,22.578,10.275
0.000,913.000,30.464,24.116,14.770,931.000,118.000,-2.680,17.248
0.000,914.000,30.497,18.704,37.293,928.000,142.000,-5.412,22.523
0.000,915.000,30.530,-2.166,28.564,909.000,137.000,-20.870,-8.729
0.000,916.000,30.564,12.050,30.707,923.000,142.000,14.217,2.144
0.000,917.000,30.597,0.845,40.637,913.000,155.000,-11.205,9.929
0.000,918.000,30.631,-20.239,31.573,892.000,150.000,-21.085,-9.064
0.000,919.000,30.664,4.785,34.416,915.000,156.000,25.024,2.843
0.000,920.000,30.697,6.306,34.974,917.000,160.000,1.522,0.558
0.000,921.000,30.731,17.676,49.477,929.000,178.000,11.369,14.503
0.000,922.000,30.764,21.908,28.529,935.000,162.000,4.232,-20.948
0.000,923.000,30.797,-1.283,25.676,914.000,162.000,-23.191,-2.853
0.000,924.000,30.831,1.846,45.108,917.000,184.000,3.128,19.432
0.000,925.000,30.864,-12.339,50.598,903.000,194.000,-14.185,5.489
0.000,926.000,30.898,-7.105,62.538,907.000,211.000,5.234,11.940
0.000,927.000,30.931,-4.395,48.284,909.000,203.000,2.711,-14.254
0.000,928.000,30.964,-5.955,34.456,907.000,194.000,-1.561,-13.828
0.000,929.000,30.998,1.640,9.010,914.000,172.000,7.596,-25.446
0.000,930.000,31.031,3.476,28.109,916.000,192.000,1.836,19.099
0.000,931.000,31.064,10.129,7.298,923.000,174.000,6.652,-20.811
0.000,932.000,31.098,-10.884,20.568,903.000,188.000,-21.013,13.270
0.000,933.000,31.131,-17.796,18.512,895.000,188.000,-6.912,-2.057
0.000,934.000,31.164,-5.016,12.660,906.000,184.000,12.780,-5.851
0.000,935.000,31.198,-12.515,-8.606,898.000,164.000,-7.498,-21.266
0.000,936.000,31.231,-26.263,-17.745,883.000,154.000,-13.749,-9.139
0.000,937.000,31.265,-27.637,0.029,879.000,170.000,-1.374,17.775
0.000,938.000,31.298,-7.873,10.026,896.000,180.000,19.764,9.997
0.000,939.000,31.331,-2.086,15.024,901.000,186.000,5.787,4.997
0.000,940.000,31.365,-2.877,1.521,900.000,174.000,-0.791,-13.502
0.000,941.000,31.398,-14.590,-16.631,888.000,156.000,-11.712,-18.152
0.000,942.000,31.431,-35.131,-16.968,866.000,154.000,-20.541,-0.337
0.000,943.000,31.465,-32.617,-27.271,865.000,142.000,2.513,-10.303
0.000,944.000,31.498,-26.356,-10.544,868.000,156.000,6.262,16.727
0.000,945.000,31.531,-24.720,-21.489,867.000,144.000,1.636,-10.946
0.000,946.000,31.565,-19.248,1.660,870.000,165.000,5.472,23.149
0.000,947.000,31.598,-35.323,18.494,852.000,182.000,-16.075,16.834
0.000,948.000,31.632,-47.791,7.644,836.000,173.000,-12.468,-10.849
0.000,949.000,31.665,-58.012,-6.120,821.000,160.000,-10.221,-13.764
0.000,950.000,31.698,-52.211,10.492,821.000,176.000,5.801,16.612
0.000,951.000,31.732,-54.990,1.443,813.000,168.000,-2.779,-9.049
0.000,952.000,31.765,-73.491,5.298,789.000,172.000,-18.501,3.856
0.000,953.000,31.798,-90.142,4.769,765.000,172.000,-16.651,-0.530
0.000,954.000,31.832,-66.127,18.292,780.000,186.000,24.014,13.523
0.000,955.000,31.865,-75.515,32.463,764.000,202.000,-9.387,14.171
0.000,956.000,31.899,-86.963,38.216,745.000,211.000,-11.449,5.754
0.000,957.000,31.932,-75.267,51.395,748.000,228.000,11.696,13.178
0.000,958.000,31.965,-43.740,42.255,772.000,224.000,31.527,-9.139
0.000,959.000,31.999,-41.366,18.030,770.000,204.000,2.374,-24.226
0.000,960.000,32.032,-35.230,-4.773,772.000,183.000,6.137,-22.803
0.000,961.000,32.065,-30.707,-15.296,773.000,172.000,4.523,-10.523
0.000,962.000,32.099,-28.636,-15.766,772.000,170.000,2.071,-0.470
0.000,963.000,32.132,-13.772,-0.190,784.000,184.000,14.864,15.577
0.000,964.000,32.165,-8.395,23.829,788.000,208.000,5.377,24.019
0.000,965.000,32.199,10.444,33.446,806.000,220.000,18.840,9.617
0.000,966.000,32.232,3.400,51.102,800.000,241.000,-7.044,17.655
0.000,967.000,32.266,1.060,64.992,798.000,260.000,-2.340,13.890
0.000,968.000,32.299,-5.046,38.492,792.000,240.000,-6.106,-26.499
0.000,969.000,32.332,6.459,39.643,803.000,245.000,11.505,1.151
0.000,970.000,32.366,27.813,42.679,825.000,252.000,21.354,3.036
0.000,971.000,32.399,44.031,22.411,844.000,236.000,16.219,-20.268
0.000,972.000,32.432,50.628,4.170,855.000,220.000,6.597,-18.241
0.000,973.000,32.466,48.565,-8.247,858.000,208.000,-2.063,-12.417
0.000,974.000,32.499,26.709,-7.422,841.000,208.000,-21.857,0.825
0.000,975.000,32.532,34.038,11.320,851.000,226.000,7.329,18.742
0.000,976.000,32.566,33.634,-13.812,854.000,202.000,-0.404,-25.132
0.000,977.000,32.599,17.271,-10.431,841.000,204.000,-16.363,3.381
0.000,978.000,32.633,23.544,-9.388,849.000,204.000,6.273,1.043
0.000,979.000,32.666,23.189,-0.449,851.000,212.000,-0.354,8.939
0.000,980.000,32.699,7.870,5.596,838.000,218.000,-15.319,6.045
0.000,981.000,32.733,1.083,27.036,832.000,240.000,-6.787,21.440
0.000,982.000,32.766,3.975,29.333,835.000,245.000,2.892,2.296
0.000,983.000,32.799,20.578,41.399,852.000,260.000,16.602,12.067
0.000,984.000,32.833,4.520,20.259,838.000,243.000,-16.058,-21.140
0.000,985.000,32.866,-3.932,11.233,830.000,236.000,-8.452,-9.026
0.000,986.000,32.900,17.461,0.110,851.000,226.000,21.393,-11.123
0.000,987.000,32.933,12.715,11.099,848.000,237.000,-4.746,10.989
0.000,988.000,32.966,16.443,22.989,853.000,250.000,3.729,11.890
0.000,989.000,33.000,9.799,0.690,848.000,230.000,-6.644,-22.299
0.000,990.000,33.033,11.819,20.621,851.000,250.000,2.020,19.931
0.000,991.000,33.066,13.637,35.559,854.000,267.000,1.818,14.938
0.000,992.000,33.100,19.274,13.003,861.000,248.000,5.636,-22.556
0.000,993.000,33.133,18.346,26.703,862.000,263.000,-0.927,13.700
0.000,994.000,33.166,5.512,6.033,851.000,245.000,-12.835,-20.670
0.000,995.000,33.200,2.960,4.429,849.000,244.000,-2.551,-1.603
0.000,996.000,33.233,6.664,23.986,853.000,264.000,3.704,19.557
0.000,997.000,33.267,5.998,25.588,853.000,268.000,-0.666,1.601
0.000,998.000,33.300,9.398,31.029,857.000,276.000,3.400,5.441
0.000,999.000,33.333,0.458,41.926,849.000,290.000,-8.940,10.897
0.000,1000.000,33.367,5.412,47.733,854.000,300.000,4.954,5.807
0.000,1001.000,33.400,5.871,48.960,855.000,306.000,0.459,1.227
0.000,1002.000,33.433,1.284,47.064,851.000,309.000,-4.587,-1.896
0.000,1003.000,33.467,3.156,43.358,853.000,310.000,1.872,-3.706
0.000,1004.000,33.500,16.840,48.022,867.000,319.000,13.684,4.664
0.000,1005.000,33.533,36.156,36.220,888.000,312.000,19.316,-11.802
0.000,1006.000,33.567,21.541,10.598,877.000,290.000,-14.616,-25.622
0.000,1007.000,33.600,35.386,-4.462,893.000,276.000,13.846,-15.060
