# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY
14.000,900.000,30.030,9.201,-18.303,567.000,376.000,13.422,-10.189
14.000,901.000,30.063,8.281,-16.473,567.000,376.000,-0.920,1.830
14.000,902.000,30.097,-2.547,-2.825,557.000,388.000,-10.828,13.647
14.000,903.000,30.130,-0.292,-6.543,559.000,384.000,2.255,-3.717
14.000,904.000,30.163,-3.263,-9.889,556.000,380.000,-2.971,-3.346
14.000,905.000,30.197,-6.937,-5.900,552.000,383.000,-3.674,3.989
14.000,906.000,30.230,-4.243,-29.310,554.000,359.000,2.694,-23.410
14.000,907.000,30.264,7.181,-17.379,565.000,368.000,11.424,11.931
14.000,908.000,30.297,-5.537,-30.641,553.000,353.000,-12.718,-13.262
14.000,909.000,30.330,-12.983,-23.577,545.000,357.000,-7.446,7.064
14.000,910.000,30.364,2.315,-16.219,559.000,362.000,15.298,7.358
14.000,911.000,30.397,21.084,-24.597,578.000,352.000,18.768,-8.378
14.000,912.000,30.430,13.975,-21.137,573.000,353.000,-7.108,3.460
14.000,913.000,30.464,9.578,-17.024,570.000,355.000,-4.398,4.114
14.000,914.000,30.497,-10.380,-15.321,551.000,355.000,-19.958,1.702
14.000,915.000,30.530,13.658,-21.789,574.000,347.000,24.038,-6.468
14.000,916.000,30.564,-4.708,-10.610,557.000,356.000,-18.366,11.179
14.000,917.000,30.597,18.763,-17.549,580.000,348.000,23.471,-6.939
14.000,918.000,30.631,-0.113,-17.794,563.000,346.000,-18.876,-0.245
14.000,919.000,30.664,0.898,-18.015,564.000,344.000,1.011,-0.221
14.000,920.000,30.697,0.808,-15.213,564.000,345.000,-0.090,2.801
14.000,921.000,30.731,-2.273,-28.692,561.000,330.000,-3.081,-13.479
14.000,922.000,30.764,0.955,-22.823,564.000,333.000,3.227,5.869
14.000,923.000,30.797,-2.141,-19.541,561.000,334.000,-3.095,3.282
14.000,924.000,30.831,-11.927,-11.587,551.000,340.000,-9.786,7.954
14.000,925.000,30.864,1.266,-20.428,563.000,330.000,13.193,-8.841
14.000,926.000,30.898,-2.861,-19.385,559.000,329.000,-4.127,1.043
14.000,927.000,30.931,-2.575,-15.447,559.000,331.000,0.286,3.939
14.000,928.000,30.964,-1.317,-14.902,560.000,330.000,1.257,0.545
14.000,929.000,30.998,-15.185,-33.412,546.000,310.000,-13.868,-18.510
14.000,930.000,31.031,-33.667,-26.071,526.000,314.000,-18.481,7.341
14.000,931.000,31.064,-8.300,-27.463,548.000,310.000,25.367,-1.393
14.000,932.000,31.098,7.530,-30.717,563.000,304.000,15.830,-3.254
14.000,933.000,31.131,6.777,-31.645,563.000,300.000,-0.753,-0.928
14.000,934.000,31.164,8.099,-32.481,565.000,296.000,1.322,-0.835
14.000,935.000,31.198,14.289,-33.233,572.000,292.000,6.190,-0.752
14.000,936.000,31.231,16.860,-40.910,576.000,281.000,2.571,-7.677
14.000,937.000,31.265,4.174,-27.819,565.000,290.000,-12.686,13.091
14.000,938.000,31.298,12.757,-35.037,574.000,280.000,8.583,-7.218
14.000,939.000,31.331,8.481,-35.533,571.000,276.000,-4.276,-0.496
14.000,940.000,31.365,-0.367,-23.980,563.000,284.000,-8.848,11.553
14.000,941.000,31.398,9.670,-37.582,573.000,268.000,10.037,-13.602
14.000,942.000,31.431,16.703,-37.824,581.000,264.000,7.033,-0.242
14.000,943.000,31.465,-8.968,-29.041,557.000,269.000,-25.670,8.782
14.000,944.000,31.498,-10.071,-25.137,555.000,270.000,-1.103,3.904
14.000,945.000,31.531,9.936,-38.623,574.000,254.000,20.007,-13.486
14.000,946.000,31.565,1.943,-26.761,567.000,262.000,-7.994,11.862
14.000,947.000,31.598,-11.252,-13.085,554.000,273.000,-13.194,13.676
14.000,948.000,31.632,-5.126,11.224,559.000,296.000,6.125,24.308
14.000,949.000,31.665,-20.614,28.101,543.000,314.000,-15.487,16.878
14.000,950.000,31.698,-17.552,26.291,544.000,315.000,3.061,-1.810
14.000,951.000,31.732,-0.797,30.662,559.000,322.000,16.755,4.371
14.000,952.000,31.765,9.283,17.596,569.000,312.000,10.080,-13.066
14.000,953.000,31.798,19.354,33.836,580.000,330.000,10.072,16.240
14.000,954.000,31.832,-6.581,24.453,556.000,324.000,-25.935,-9.384
14.000,955.000,31.865,18.077,16.007,580.000,318.000,24.658,-8.445
14.000,956.000,31.899,25.269,8.407,589.000,312.000,7.192,-7.601
14.000,957.000,31.932,42.742,2.566,609.000,307.000,17.473,-5.841
14.000,958.000,31.965,36.468,7.309,607.000,312.000,-6.274,4.743
14.000,959.000,31.999,36.821,5.578,611.000,311.000,0.353,-1.731
14.000,960.000,32.032,31.139,-1.979,609.000,304.000,-5.682,-7.558
14.000,961.000,32.065,36.025,-6.781,617.000,299.000,4.886,-4.802
14.000,962.000,32.099,18.423,-3.103,603.000,302.000,-17.603,3.678
14.000,963.000,32.132,25.580,5.207,612.000,310.000,7.158,8.310
14.000,964.000,32.165,14.022,2.686,603.000,308.000,-11.558,-2.521
14.000,965.000,32.199,-6.380,18.418,584.000,324.000,-20.402,15.731
14.000,966.000,32.232,-17.742,-0.424,572.000,307.000,-11.362,-18.842
14.000,967.000,32.266,-2.968,-10.382,585.000,297.000,14.774,-9.958
14.000,968.000,32.299,-7.671,-23.344,580.000,283.000,-4.703,-12.962
14.000,969.000,32.332,-7.904,-11.009,579.000,293.000,-0.233,12.334
14.000,970.000,32.366,13.887,3.092,600.000,306.000,21.790,14.101
14.000,971.000,32.399,18.498,6.783,606.000,310.000,4.611,3.691
14.000,972.000,32.432,31.648,-11.896,621.000,292.000,13.150,-18.678
14.000,973.000,32.466,27.483,-13.706,620.000,289.000,-4.165,-1.810
14.000,974.000,32.499,5.735,3.664,601.000,305.000,-21.748,17.371
14.000,975.000,32.532,14.161,4.298,610.000,306.000,8.427,0.634
14.000,976.000,32.566,27.745,4.868,625.000,307.000,13.584,0.570
14.000,977.000,32.599,2.971,2.381,603.000,305.000,-24.775,-2.487
14.000,978.000,32.633,2.674,21.143,603.000,324.000,-0.297,18.762
14.000,979.000,32.666,23.406,6.029,624.000,311.000,20.733,-15.114
14.000,980.000,32.699,36.066,1.426,639.000,307.000,12.659,-4.603
14.000,981.000,32.733,56.459,7.283,663.000,313.000,20.393,5.857
14.000,982.000,32.766,62.813,-14.445,675.000,292.000,6.354,-21.728
14.000,983.000,32.799,46.532,-17.000,665.000,288.000,-16.281,-2.556
14.000,984.000,32.833,25.879,3.700,649.000,307.000,-20.653,20.700
14.000,985.000,32.866,31.291,-8.670,657.000,295.000,5.412,-12.370
14.000,986.000,32.900,29.162,-15.803,658.000,287.000,-2.129,-7.133
14.000,987.000,32.933,37.246,-14.223,669.000,287.000,8.084,1.580
14.000,988.000,32.966,35.521,-36.801,671.000,263.000,-1.725,-22.578
14.000,989.000,33.000,18.969,-14.121,658.000,282.000,-16.552,22.680
14.000,990.000,33.033,14.072,-6.709,655.000,288.000,-4.897,7.412
14.000,991.000,33.066,-2.335,0.962,640.000,295.000,-16.407,7.671
14.000,992.000,33.100,-3.102,-13.134,639.000,281.000,-0.766,-14.096
14.000,993.000,33.133,-10.791,-19.821,631.000,273.000,-7.690,-6.687
14.000,994.000,33.166,-11.712,0.162,629.000,291.000,-0.921,19.982
14.000,995.000,33.200,-7.541,-17.855,632.000,273.000,4.171,-18.016
14.000,996.000,33.233,-17.787,-8.069,621.000,281.000,-10.246,9.785
14.000,997.000,33.267,-16.008,12.738,621.000,301.000,1.779,20.807
14.000,998.000,33.300,-15.407,19.464,620.000,309.000,0.601,6.726
14.000,999.000,33.333,-8.867,-0.482,625.000,291.000,6.541,-19.946
14.000,1000.000,33.367,-18.980,21.566,614.000,313.000,-10.113,22.048
14.000,1001.000,33.400,-13.082,-2.591,618.000,291.000,5.898,-24.157
14.000,1002.000,33.433,-10.774,19.668,619.000,313.000,2.308,22.259
14.000,1003.000,33.467,-21.696,23.701,607.000,319.000,-10.923,4.033
14.000,1004.000,33.500,-9.527,21.331,617.000,319.000,12.170,-2.370
14.000,1005.000,33.533,-13.574,38.198,612.000,338.000,-4.047,16.867
14.000,1006.000,33.567,-32.217,39.378,592.000,343.000,-18.643,1.180
14.000,1007.000,33.600,-48.995,21.441,572.000,329.000,-16.778,-17.938
14.000,1008.000,33.634,-50.096,13.296,566.000,323.000,-1.100,-8.144
14.000,1009.000,33.667,-55.086,-0.033,556.000,311.000,-4.990,-13.330
14.000,1010.000,33.700,-59.577,-18.030,546.000,293.000,-4.491,-17.997
14.000,1011.000,33.734,-57.620,-30.227,542.000,279.000,1.958,-12.197
14.000,1012.000,33.767,-51.858,-37.204,542.000,269.000,5.762,-6.977
14.000,1013.000,33.800,-36.672,-13.484,552.000,289.000,15.186,23.720
14.000,1014.000,33.834,-33.005,-0.135,552.000,301.000,3.667,13.348
14.000,1015.000,33.867,-25.704,1.878,556.000,303.000,7.300,2.014
14.000,1016.000,33.901,-28.134,-6.310,551.000,295.000,-2.430,-8.188
14.000,1017.000,33.934,-1.320,-5.679,575.000,295.000,26.813,0.631
14.000,1018.000,33.967,-1.188,-21.111,575.000,279.000,0.132,-15.432
14.000,1019.000,34.001,-22.070,-13.000,554.000,285.000,-20.881,8.111
14.000,1020.000,34.034,-3.863,-25.700,570.000,271.000,18.207,-12.700
14.000,1021.000,34.067,-22.476,-15.130,551.000,279.000,-18.614,10.570
