# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY
8.000,900.000,30.030,6.219,0.309,1164.000,479.000,3.753,-2.257
8.000,901.000,30.063,1.597,-1.722,1160.000,477.000,-4.622,-2.031
8.000,902.000,30.097,1.438,2.450,1160.000,481.000,-0.160,4.172
8.000,903.000,30.130,5.294,2.205,1164.000,481.000,3.856,-0.245
8.000,904.000,30.163,0.764,1.984,1160.000,481.000,-4.529,-0.220
8.000,905.000,30.197,3.688,0.786,1163.000,480.000,2.924,-1.198
8.000,906.000,30.230,0.319,1.707,1160.000,481.000,-3.369,0.921
8.000,907.000,30.264,0.287,1.537,1160.000,481.000,-0.032,-0.171
8.000,908.000,30.297,0.259,1.383,1160.000,481.000,-0.029,-0.154
8.000,909.000,30.330,3.233,1.245,1163.000,481.000,2.974,-0.138
8.000,910.000,30.364,2.909,1.120,1163.000,481.000,-0.323,-0.124
8.000,911.000,30.397,-0.382,1.008,1160.000,481.000,-3.291,-0.112
8.000,912.000,30.430,-4.343,0.907,1156.000,481.000,-3.962,-0.101
8.000,913.000,30.464,0.091,0.817,1160.000,481.000,4.434,-0.091
8.000,914.000,30.497,2.082,0.735,1162.000,481.000,1.991,-0.082
8.000,915.000,30.530,-0.126,-3.339,1160.000,477.000,-2.208,-4.073
8.000,916.000,30.564,-4.114,-3.005,1156.000,477.000,-3.987,0.334
8.000,917.000,30.597,0.298,1.296,1160.000,481.000,4.411,4.300
8.000,918.000,30.631,0.268,1.166,1160.000,481.000,-0.030,-0.130
8.000,919.000,30.664,0.241,1.050,1160.000,481.000,-0.027,-0.117
8.000,920.000,30.697,0.217,0.945,1160.000,481.000,-0.024,-0.105
8.000,921.000,30.731,2.195,0.850,1162.000,481.000,1.978,-0.094
8.000,922.000,30.764,1.976,0.765,1162.000,481.000,-0.220,-0.085
8.000,923.000,30.797,1.778,-0.311,1162.000,480.000,-0.198,-1.077
8.000,924.000,30.831,0.600,0.720,1161.000,481.000,-1.178,1.031
8.000,925.000,30.864,-0.460,0.648,1160.000,481.000,-1.060,-0.072
8.000,926.000,30.898,1.586,-0.417,1162.000,480.000,2.046,-1.065
8.000,927.000,30.931,1.428,0.625,1162.000,481.000,-0.159,1.042
