# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY
3.000,300.000,10.010,0.057,0.431,1153.000,483.000,-0.006,1.063
3.000,301.000,10.043,0.051,0.388,1153.000,483.000,-0.006,-0.043
3.000,302.000,10.077,0.046,-0.651,1153.000,482.000,-0.005,-1.039
3.000,303.000,10.110,0.041,0.414,1153.000,483.000,-0.005,1.065
3.000,304.000,10.143,0.037,0.373,1153.000,483.000,-0.004,-0.041
3.000,305.000,10.177,0.034,-0.664,1153.000,482.000,-0.004,-1.037
3.000,306.000,10.210,0.030,0.402,1153.000,483.000,-0.003,1.066
3.000,307.000,10.244,0.027,-0.638,1153.000,482.000,-0.003,-1.040
3.000,308.000,10.277,0.025,0.426,1153.000,483.000,-0.003,1.064
3.000,309.000,10.310,0.022,0.383,1153.000,483.000,-0.002,-0.043
3.000,310.000,10.344,0.020,0.345,1153.000,483.000,-0.002,-0.038
3.000,311.000,10.377,0.018,-0.690,1153.000,482.000,-0.002,-1.034
3.000,312.000,10.410,0.016,0.379,1153.000,483.000,-0.002,1.069
3.000,313.000,10.444,0.014,-0.659,1153.000,482.000,-0.002,-1.038
3.000,314.000,10.477,0.013,-0.593,1153.000,482.000,-0.001,0.066
3.000,315.000,10.510,0.012,0.466,1153.000,483.000,-0.001,1.059
3.000,316.000,10.544,0.011,0.420,1153.000,483.000,-0.001,-0.047
3.000,317.000,10.577,0.009,0.378,1153.000,483.000,-0.001,-0.042
3.000,318.000,10.611,0.009,-0.660,1153.000,482.000,-0.001,-1.038
3.000,319.000,10.644,0.008,-0.594,1153.000,482.000,-0.001,0.066
3.000,320.000,10.677,0.007,0.465,1153.000,483.000,-0.001,1.059
3.000,321.000,10.711,0.006,0.419,1153.000,483.000,-0.001,-0.047
3.000,322.000,10.744,0.006,0.377,1153.000,483.000,-0.001,-0.042
3.000,323.000,10.777,0.005,-0.661,1153.000,482.000,-0.001,-1.038
3.000,324.000,10.811,0.005,-0.595,1153.000,482.000,-0.001,0.066
3.000,325.000,10.844,0.004,0.465,1153.000,483.000,-0.000,1.059
3.000,326.000,10.878,0.004,0.418,1153.000,483.000,-0.000,-0.046
3.000,327.000,10.911,0.003,-0.623,1153.000,482.000,-0.000,-1.042
3.000,328.000,10.944,0.003,0.439,1153.000,483.000,-0.000,1.062
3.000,329.000,10.978,0.003,-0.605,1153.000,482.000,-0.000,-1.044
3.000,330.000,11.011,0.002,0.455,1153.000,483.000,-0.000,1.061
3.000,331.000,11.044,0.002,0.410,1153.000,483.000,-0.000,-0.046
3.000,332.000,11.078,0.002,0.369,1153.000,483.000,-0.000,-0.041
3.000,333.000,11.111,0.002,-0.668,1153.000,482.000,-0.000,-1.037
3.000,334.000,11.144,0.002,0.399,1153.000,483.000,-0.000,1.067
3.000,335.000,11.178,0.001,-0.641,1153.000,482.000,-0.000,-1.040
3.000,336.000,11.211,0.001,-0.577,1153.000,482.000,-0.000,0.064
3.000,337.000,11.245,0.001,-0.519,1153.000,482.000,-0.000,0.058
3.000,338.000,11.278,0.001,0.533,1153.000,483.000,-0.000,1.052
3.000,339.000,11.311,0.001,-0.521,1153.000,482.000,-0.000,-1.053
