# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY
4.000,900.000,30.030,1.102,-20.832,799.000,131.000,-1.234,-1.019
4.000,901.000,30.063,-10.008,-19.749,788.000,130.000,-11.110,1.083
4.000,902.000,30.097,-7.007,-16.774,790.000,131.000,3.001,2.975
4.000,903.000,30.130,-28.307,-5.096,768.000,141.000,-21.299,11.677
4.000,904.000,30.163,-34.476,-3.587,759.000,142.000,-6.169,1.510
4.000,905.000,30.197,-10.028,9.772,780.000,155.000,24.448,13.359
4.000,906.000,30.230,-25.025,-1.205,764.000,145.000,-14.997,-10.977
4.000,907.000,30.264,-19.523,-2.085,767.000,144.000,5.503,-0.879
4.000,908.000,30.297,-17.571,-2.876,767.000,143.000,1.952,-0.792
4.000,909.000,30.330,5.186,-15.589,788.000,130.000,22.757,-12.712
4.000,910.000,30.364,-11.332,-31.030,772.000,113.000,-16.519,-15.441
4.000,911.000,30.397,-6.199,-27.927,776.000,113.000,5.133,3.103
4.000,912.000,30.430,-8.579,-19.134,773.000,119.000,-2.380,8.793
4.000,913.000,30.464,-14.721,-10.221,766.000,126.000,-6.142,8.913
4.000,914.000,30.497,5.751,-17.199,785.000,118.000,20.472,-6.978
4.000,915.000,30.530,4.176,-10.479,784.000,123.000,-1.575,6.720
4.000,916.000,30.564,-6.242,0.569,774.000,133.000,-10.418,11.048
4.000,917.000,30.597,-29.618,6.512,750.000,139.000,-23.376,5.943
4.000,918.000,30.631,-10.656,20.861,766.000,154.000,18.962,14.349
4.000,919.000,30.664,-7.590,18.775,768.000,154.000,3.066,-2.086
4.000,920.000,30.697,-5.831,18.897,769.000,156.000,1.759,0.123
4.000,921.000,30.731,-5.248,15.008,769.000,154.000,0.583,-3.890
4.000,922.000,30.764,-7.723,32.507,766.000,173.000,-2.475,17.499
4.000,923.000,30.797,-5.951,26.256,767.000,170.000,1.772,-6.251
4.000,924.000,30.831,-7.356,27.631,765.000,174.000,-1.405,1.374
4.000,925.000,30.864,7.380,40.868,779.000,190.000,14.736,13.237
4.000,926.000,30.898,30.642,40.781,803.000,194.000,23.262,-0.087
4.000,927.000,30.931,37.578,52.703,813.000,210.000,6.936,11.922
4.000,928.000,30.964,51.820,47.432,831.000,210.000,14.242,-5.270
4.000,929.000,30.998,61.638,32.689,846.000,200.000,9.818,-14.743
4.000,930.000,31.031,46.474,41.420,837.000,212.000,-15.164,8.731
4.000,931.000,31.064,36.827,18.278,832.000,193.000,-9.647,-23.142
4.000,932.000,31.098,33.144,35.450,832.000,212.000,-3.683,17.172
4.000,933.000,31.131,17.830,45.905,820.000,226.000,-15.314,10.455
4.000,934.000,31.164,27.047,41.315,831.000,226.000,9.217,-4.591
4.000,935.000,31.198,26.342,25.183,833.000,214.000,-0.705,-16.131
4.000,936.000,31.231,4.708,32.665,814.000,224.000,-21.634,7.482
4.000,937.000,31.265,-1.763,13.399,808.000,208.000,-6.471,-19.267
4.000,938.000,31.298,2.413,4.059,812.000,200.000,4.176,-9.340
4.000,939.000,31.331,-15.828,-2.347,794.000,194.000,-18.241,-6.406
4.000,940.000,31.365,-9.245,15.888,799.000,212.000,6.583,18.235
4.000,941.000,31.398,-17.321,20.299,790.000,218.000,-8.075,4.411
4.000,942.000,31.431,-15.589,14.269,790.000,214.000,1.732,-6.030
4.000,943.000,31.465,-17.030,28.842,787.000,230.000,-1.441,14.573
4.000,944.000,31.498,-14.327,13.958,788.000,218.000,2.703,-14.884
4.000,945.000,31.531,-15.894,22.562,785.000,228.000,-1.567,8.604
4.000,946.000,31.565,-38.305,20.306,761.000,228.000,-22.411,-2.256
4.000,947.000,31.598,-46.474,18.275,749.000,228.000,-8.170,-2.031
4.000,948.000,31.632,-49.827,38.448,741.000,250.000,-3.353,20.172
