# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY
7.000,1200.000,40.040,14.751,-0.171,1584.000,40.000,3.917,-5.537
7.000,1201.000,40.073,-4.724,1.846,1566.000,42.000,-19.475,2.017
7.000,1202.000,40.107,-4.252,17.661,1566.000,58.000,0.472,15.815
7.000,1203.000,40.140,10.174,4.895,1580.000,47.000,14.425,-12.766
7.000,1204.000,40.173,6.156,3.406,1577.000,46.000,-4.017,-1.490
7.000,1205.000,40.207,3.541,10.065,1575.000,53.000,-2.616,6.659
7.000,1206.000,40.240,9.187,33.059,1581.000,77.000,5.646,22.993
7.000,1207.000,40.274,14.268,26.753,1587.000,74.000,5.081,-6.306
7.000,1208.000,40.307,10.841,27.077,1585.000,77.000,-3.427,0.325
7.000,1209.000,40.340,26.757,30.370,1602.000,83.000,15.916,3.292
7.000,1210.000,40.374,9.081,23.333,1587.000,79.000,-17.676,-7.037
7.000,1211.000,40.407,0.173,16.999,1579.000,75.000,-8.908,-6.333
7.000,1212.000,40.440,18.156,19.300,1597.000,79.000,17.983,2.300
7.000,1213.000,40.474,24.340,23.370,1605.000,85.000,6.184,4.070
7.000,1214.000,40.507,27.906,23.033,1611.000,87.000,3.566,-0.337
7.000,1215.000,40.540,27.116,32.729,1613.000,99.000,-0.791,9.697
7.000,1216.000,40.574,14.404,19.456,1603.000,89.000,-12.712,-13.273
7.000,1217.000,40.607,5.964,19.511,1596.000,91.000,-8.440,0.054
7.000,1218.000,40.641,-7.633,28.560,1583.000,102.000,-13.596,9.049
7.000,1219.000,40.674,10.131,12.704,1600.000,89.000,17.763,-15.856
7.000,1220.000,40.707,19.117,9.433,1610.000,87.000,8.987,-3.270
7.000,1221.000,40.741,19.206,-11.510,1612.000,67.000,0.088,-20.943
7.000,1222.000,40.774,10.285,-0.359,1605.000,77.000,-8.921,11.151
7.000,1223.000,40.807,15.257,-12.323,1611.000,65.000,4.971,-11.964
7.000,1224.000,40.841,7.731,10.909,1605.000,87.000,-7.526,23.232
7.000,1225.000,40.874,10.958,1.818,1609.000,79.000,3.227,-9.091
7.000,1226.000,40.908,9.862,-0.364,1609.000,77.000,-1.096,-2.182
7.000,1227.000,40.941,10.876,-3.327,1611.000,74.000,1.014,-2.964
7.000,1228.000,40.974,-0.212,8.006,1601.000,85.000,-11.088,11.333
7.000,1229.000,41.008,-20.191,3.205,1581.000,81.000,-19.979,-4.801
7.000,1230.000,41.041,-14.171,-21.116,1585.000,57.000,6.019,-24.320
7.000,1231.000,41.074,-6.754,2.996,1591.000,79.000,7.417,24.112
7.000,1232.000,41.108,13.921,-1.304,1611.000,75.000,20.675,-4.300
7.000,1233.000,41.141,17.529,3.827,1616.000,80.000,3.608,5.130
7.000,1234.000,41.174,2.776,-11.556,1603.000,65.000,-14.753,-15.383
7.000,1235.000,41.208,-7.502,-32.400,1593.000,43.000,-10.278,-20.844
7.000,1236.000,41.241,-21.751,-13.160,1578.000,59.000,-14.250,19.240
7.000,1237.000,41.275,-0.576,4.156,1597.000,75.000,21.175,17.316
7.000,1238.000,41.308,12.481,-4.260,1610.000,67.000,13.058,-8.416
7.000,1239.000,41.341,13.233,0.166,1612.000,71.000,0.752,4.426
7.000,1240.000,41.375,11.910,11.150,1612.000,82.000,-1.323,10.983
7.000,1241.000,41.408,1.719,15.035,1603.000,87.000,-10.191,3.885
7.000,1242.000,41.441,10.547,-0.469,1612.000,73.000,8.828,-15.503
7.000,1243.000,41.475,-4.508,-8.422,1598.000,65.000,-15.055,-7.953
7.000,1244.000,41.508,-11.057,0.420,1591.000,73.000,-6.549,8.842
7.000,1245.000,41.541,4.049,-19.622,1605.000,53.000,15.106,-20.042
7.000,1246.000,41.575,10.644,4.340,1612.000,75.000,6.595,23.962
7.000,1247.000,41.608,5.580,7.906,1608.000,79.000,-5.064,3.566
7.000,1248.000,41.642,2.022,11.116,1605.000,83.000,-3.558,3.209
7.000,1249.000,41.675,3.819,3.004,1607.000,76.000,1.798,-8.112
7.000,1250.000,41.708,2.437,0.704,1606.000,74.000,-1.382,-2.300
7.000,1251.000,41.742,15.194,-12.367,1619.000,61.000,12.756,-13.070
7.000,1252.000,41.775,13.674,-12.130,1619.000,60.000,-1.519,0.237
7.000,1253.000,41.808,9.307,-34.917,1616.000,36.000,-4.367,-22.787
7.000,1254.000,41.842,15.376,-12.425,1623.000,55.000,6.069,22.492
7.000,1255.000,41.875,17.839,-29.183,1627.000,37.000,2.462,-16.757
7.000,1256.000,41.909,24.055,-22.264,1635.000,41.000,6.216,6.918
7.000,1257.000,41.942,1.649,-11.038,1615.000,50.000,-22.405,11.226
