# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY
11.000,0.000,0.000,0.000,0.000,1227.000,291.000,0.000,0.000
11.000,1.000,0.033,6.000,-1.000,1233.000,290.000,6.000,-1.000
11.000,2.000,0.067,4.400,-3.900,1232.000,287.000,-1.600,-2.900
11.000,3.000,0.100,1.960,-6.510,1230.000,284.000,-2.440,-2.610
11.000,4.000,0.133,5.764,-9.859,1234.000,280.000,3.804,-3.349
11.000,5.000,0.167,3.188,-11.873,1232.000,277.000,-2.576,-2.014
11.000,6.000,0.200,5.869,-11.686,1235.000,276.000,2.681,0.187
11.000,7.000,0.234,4.282,-15.517,1234.000,271.000,-1.587,-3.831
11.000,8.000,0.267,7.854,-14.965,1238.000,270.000,3.572,0.552
11.000,9.000,0.300,1.068,-16.469,1232.000,267.000,-6.785,-1.503
11.000,10.000,0.334,3.962,-18.822,1235.000,263.000,2.893,-2.353
11.000,11.000,0.367,5.565,-22.940,1237.000,257.000,1.604,-4.118
11.000,12.000,0.400,10.009,-23.646,1242.000,254.000,4.443,-0.706
11.000,13.000,0.434,5.008,-27.281,1238.000,248.000,-5.001,-3.635
11.000,14.000,0.467,-0.493,-31.553,1233.000,241.000,-5.501,-4.272
11.000,15.000,0.500,-0.444,-28.398,1233.000,241.000,0.049,3.155
11.000,16.000,0.534,-0.399,-29.558,1233.000,237.000,0.044,-1.160
11.000,17.000,0.567,1.641,-29.602,1235.000,234.000,2.040,-0.044
11.000,18.000,0.601,-0.523,-30.642,1233.000,230.000,-2.164,-1.040
11.000,19.000,0.634,4.529,-25.578,1238.000,232.000,5.052,5.064
11.000,20.000,0.667,9.076,-23.020,1243.000,232.000,4.547,2.558
11.000,21.000,0.701,15.168,-25.718,1250.000,227.000,6.092,-2.698
11.000,22.000,0.734,-10.348,-27.146,1226.000,223.000,-25.517,-1.428
11.000,23.000,0.767,8.686,-23.432,1244.000,224.000,19.035,3.715
11.000,24.000,0.801,12.818,-25.088,1249.000,220.000,4.131,-1.657
11.000,25.000,0.834,10.536,-25.580,1248.000,217.000,-2.282,-0.491
11.000,26.000,0.868,13.482,-24.022,1252.000,216.000,2.946,1.558
11.000,27.000,0.901,14.134,-22.619,1254.000,215.000,0.652,1.402
11.000,28.000,0.934,15.721,-22.358,1257.000,213.000,1.587,0.262
11.000,29.000,0.968,11.149,-21.122,1254.000,212.000,-4.572,1.236
11.000,30.000,1.001,5.034,-23.010,1249.000,208.000,-6.115,-1.888
11.000,31.000,1.034,15.530,-20.709,1260.000,208.000,10.497,2.301
11.000,32.000,1.068,10.977,-22.638,1257.000,204.000,-4.553,-1.929
11.000,33.000,1.101,7.880,-31.374,1255.000,193.000,-3.098,-8.736
11.000,34.000,1.134,9.092,-23.237,1257.000,198.000,1.212,8.137
