# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY,autoX,autoY
9.000,2400.000,80.080,-1.109,6.868,659.000,100.000,-0.988,-5.208,1.000,1.000
9.000,2401.000,80.113,5.001,4.182,665.000,98.000,6.111,-2.687,-0.421,-0.454
9.000,2402.000,80.147,0.501,1.763,661.000,96.000,-4.500,-2.418,-0.100,0.029
9.000,2403.000,80.180,1.451,-2.413,662.000,92.000,0.950,-4.176,0.074,0.011
9.000,2404.000,80.213,1.306,-1.172,662.000,93.000,-0.145,1.241,-0.095,-0.060
9.000,2405.000,80.247,-0.825,-3.055,660.000,91.000,-2.131,-1.883,0.055,-0.069
9.000,2406.000,80.280,2.258,0.251,663.000,94.000,3.082,3.305,0.042,0.141
9.000,2407.000,80.314,3.032,-2.774,664.000,91.000,0.774,-3.025,-0.132,-0.060
9.000,2408.000,80.347,-4.271,-0.497,657.000,93.000,-7.303,2.277,0.095,-0.055
9.000,2409.000,80.380,2.156,-1.447,663.000,92.000,6.427,-0.950,0.028,0.141
9.000,2410.000,80.414,3.940,-2.302,665.000,91.000,1.784,-0.855,-0.076,-0.127
9.000,2411.000,80.447,2.546,1.928,664.000,95.000,-1.394,4.230,0.031,0.041
9.000,2412.000,80.480,1.292,-1.265,663.000,92.000,-1.255,-3.193,0.077,0.007
9.000,2413.000,80.514,1.163,-0.138,663.000,93.000,-0.129,1.126,-0.136,0.037
9.000,2414.000,80.547,4.046,8.875,666.000,102.000,2.884,9.014,0.113,-0.096
9.000,2415.000,80.580,5.642,-0.012,668.000,94.000,1.595,-8.888,-0.062,0.036
9.000,2416.000,80.614,5.078,-1.011,668.000,93.000,-0.564,-0.999,-0.005,-0.024
9.000,2417.000,80.647,3.570,0.090,667.000,94.000,-1.508,1.101,0.067,0.034
9.000,2418.000,80.681,5.213,-1.919,669.000,92.000,1.643,-2.009,-0.106,0.045
9.000,2419.000,80.714,-4.308,-0.727,660.000,93.000,-9.521,1.192,0.064,0.012
9.000,2420.000,80.747,-1.878,-4.654,662.000,89.000,2.431,-3.927,0.072,-0.069
9.000,2421.000,80.781,3.310,4.811,667.000,98.000,5.188,9.465,-0.160,-0.005
9.000,2422.000,80.814,4.979,2.330,669.000,96.000,1.669,-2.481,0.077,-0.003
9.000,2423.000,80.847,3.481,5.097,668.000,99.000,-1.498,2.767,0.008,-0.031
9.000,2424.000,80.881,4.133,1.587,669.000,96.000,0.652,-3.510,-0.012,0.063
9.000,2425.000,80.914,-5.280,-1.571,660.000,93.000,-9.413,-3.159,0.028,-0.048
9.000,2426.000,80.948,2.248,0.586,667.000,95.000,7.528,2.157,-0.041,0.053
9.000,2427.000,80.981,0.023,0.527,665.000,95.000,-2.225,-0.059,0.055,-0.046
9.000,2428.000,81.014,2.021,1.474,667.000,96.000,1.998,0.947,-0.027,-0.059
9.000,2429.000,81.048,0.819,7.327,666.000,102.000,-1.202,5.853,-0.055,0.070
9.000,2430.000,81.081,3.737,9.594,669.000,105.000,2.918,2.267,0.069,-0.046
9.000,2431.000,81.114,-1.637,-2.365,664.000,94.000,-5.374,-11.959,0.017,0.081
9.000,2432.000,81.148,0.527,1.871,666.000,98.000,2.164,4.237,-0.045,-0.057
9.000,2433.000,81.181,-1.526,-2.316,664.000,94.000,-2.053,-4.187,-0.032,0.041
9.000,2434.000,81.214,1.627,4.916,667.000,101.000,3.153,7.232,0.043,-0.075
9.000,2435.000,81.248,2.464,0.424,668.000,97.000,0.837,-4.492,0.006,0.036
9.000,2436.000,81.281,-2.782,-1.618,663.000,95.000,-5.246,-2.042,0.006,0.004
9.000,2437.000,81.315,2.496,-2.456,668.000,94.000,5.278,-0.838,-0.048,0.029
9.000,2438.000,81.348,3.246,5.789,669.000,102.000,0.750,8.246,-0.005,0.038
9.000,2439.000,81.381,-1.078,4.210,665.000,101.000,-4.325,-1.579,0.087,-0.050
9.000,2440.000,81.415,1.029,-0.211,667.000,97.000,2.108,-4.421,-0.085,0.016
9.000,2441.000,81.448,-0.073,-2.190,666.000,95.000,-1.103,-1.979,0.014,-0.040
9.000,2442.000,81.481,1.934,-5.971,668.000,91.000,2.007,-3.781,0.078,0.044
9.000,2443.000,81.515,0.740,-0.374,667.000,96.000,-1.193,5.597,-0.100,0.010
9.000,2444.000,81.548,1.666,-1.336,668.000,95.000,0.926,-0.963,0.144,-0.036
9.000,2445.000,81.581,1.500,0.797,668.000,97.000,-0.167,2.134,-0.160,-0.015
9.000,2446.000,81.615,0.350,3.718,667.000,100.000,-1.150,2.920,0.011,0.027
9.000,2447.000,81.648,1.315,4.346,668.000,101.000,0.965,0.628,0.099,0.001
9.000,2448.000,81.682,-0.817,3.911,666.000,101.000,-2.131,-0.435,-0.091,0.021
9.000,2449.000,81.715,-4.735,0.520,662.000,98.000,-3.918,-3.391,0.084,-0.001
9.000,2450.000,81.748,-4.261,3.468,662.000,101.000,0.473,2.948,-0.040,0.010
9.000,2451.000,81.782,1.165,2.121,667.000,100.000,5.426,-1.347,-0.032,-0.059
9.000,2452.000,81.815,2.048,4.909,668.000,103.000,0.884,2.788,0.047,0.031
9.000,2453.000,81.848,-1.157,-0.582,665.000,98.000,-3.205,-5.491,0.021,-0.055
9.000,2454.000,81.882,-1.041,2.476,665.000,101.000,0.116,3.058,-0.048,0.058
9.000,2455.000,81.915,2.063,0.229,668.000,99.000,3.104,-2.248,-0.068,-0.025
9.000,2456.000,81.949,3.857,8.206,670.000,107.000,1.794,7.977,0.125,0.061
9.000,2457.000,81.982,0.471,5.385,667.000,105.000,-3.386,-2.821,-0.065,-0.044
9.000,2458.000,82.015,-1.576,9.847,665.000,110.000,-2.047,4.461,0.052,-0.059
9.000,2459.000,82.049,-2.418,4.862,664.000,106.000,-0.842,-4.985,-0.045,0.091
9.000,2460.000,82.082,-1.177,4.376,665.000,106.000,1.242,-0.486,-0.013,-0.006
9.000,2461.000,82.115,2.941,2.938,669.000,105.000,4.118,-1.438,0.026,-0.060
9.000,2462.000,82.149,4.647,2.644,671.000,105.000,1.706,-0.294,0.015,0.073
9.000,2463.000,82.182,0.182,4.380,667.000,107.000,-4.465,1.736,-0.038,-0.104
9.000,2464.000,82.215,0.164,2.942,667.000,106.000,-0.018,-1.438,0.002,0.017
9.000,2465.000,82.249,-0.852,2.648,666.000,106.000,-1.016,-0.294,0.005,0.093
9.000,2466.000,82.282,-0.767,2.383,666.000,106.000,0.085,-0.265,0.093,-0.063
9.000,2467.000,82.316,-3.690,1.145,663.000,105.000,-2.923,-1.238,-0.115,-0.015
9.000,2468.000,82.349,-0.321,4.030,666.000,108.000,3.369,2.886,0.066,0.061
9.000,2469.000,82.382,-0.289,2.627,666.000,107.000,0.032,-1.403,-0.063,-0.054
9.000,2470.000,82.416,-0.260,2.365,666.000,107.000,0.029,-0.263,-0.034,0.018
9.000,2471.000,82.449,-2.234,-2.872,664.000,102.000,-1.974,-5.236,0.080,0.002
9.000,2472.000,82.482,-3.011,-7.585,663.000,97.000,-0.777,-4.713,-0.030,0.030
9.000,2473.000,82.516,-2.710,-1.826,663.000,102.000,0.301,5.758,0.035,-0.037
9.000,2474.000,82.549,-3.439,-5.644,662.000,98.000,-0.729,-3.817,-0.003,0.013
