# BacteriaId,Frame,Time,X,Y,oldX,oldY,dX,dY,autoX,autoY
14.000,2700.000,90.090,-3.229,-5.650,922.000,636.000,0.359,-7.150,1.000,1.000
14.000,2701.000,90.123,-5.906,-2.085,919.000,639.000,-2.677,3.565,-0.441,-0.450
14.000,2702.000,90.157,-6.316,-2.876,918.000,638.000,-0.409,-0.792,0.082,-0.031
14.000,2703.000,90.190,-6.684,-1.589,917.000,639.000,-0.368,1.288,-0.134,0.031
14.000,2704.000,90.223,-5.016,-2.430,918.000,638.000,1.668,-0.841,0.050,-0.063
14.000,2705.000,90.257,-6.514,1.813,916.000,642.000,-1.498,4.243,-0.087,0.076
14.000,2706.000,90.290,-7.863,-0.368,914.000,640.000,-1.349,-2.181,0.166,-0.072
14.000,2707.000,90.324,-11.077,1.669,910.000,642.000,-3.214,2.037,-0.122,0.005
14.000,2708.000,90.357,-7.969,-0.498,912.000,640.000,3.108,-2.167,0.074,0.096
14.000,2709.000,90.390,-8.172,-1.448,911.000,639.000,-0.203,-0.950,-0.067,-0.105
14.000,2710.000,90.424,-10.355,9.696,908.000,650.000,-2.183,11.145,0.094,0.016
14.000,2711.000,90.457,-9.319,12.727,908.000,654.000,1.035,3.030,-0.083,0.030
14.000,2712.000,90.490,-8.387,7.454,908.000,650.000,0.932,-5.273,-0.041,0.003
14.000,2713.000,90.524,-5.549,3.709,910.000,647.000,2.839,-3.745,0.015,-0.051
14.000,2714.000,90.557,-4.994,-4.662,910.000,639.000,0.555,-8.371,-0.040,0.048
14.000,2715.000,90.590,-9.494,0.804,905.000,644.000,-4.501,5.466,0.040,-0.022
14.000,2716.000,90.624,-5.545,0.724,908.000,644.000,3.949,-0.080,-0.030,0.057
14.000,2717.000,90.657,-6.990,-5.349,906.000,638.000,-1.446,-6.072,0.059,-0.089
14.000,2718.000,90.691,-5.291,-1.814,907.000,641.000,1.699,3.535,-0.046,0.098
14.000,2719.000,90.724,-4.762,3.368,907.000,646.000,0.529,5.181,-0.077,-0.064
14.000,2720.000,90.757,-3.286,3.031,908.000,646.000,1.476,-0.337,0.043,-0.087
14.000,2721.000,90.791,-4.957,5.728,906.000,649.000,-1.671,2.697,0.072,0.163
14.000,2722.000,90.824,-4.462,1.155,906.000,645.000,0.496,-4.573,-0.019,-0.166
14.000,2723.000,90.857,-6.016,-4.961,904.000,639.000,-1.554,-6.115,0.045,0.127
14.000,2724.000,90.891,-6.414,9.535,903.000,653.000,-0.398,14.496,-0.084,-0.012
14.000,2725.000,90.924,-6.773,13.582,902.000,658.000,-0.359,4.046,0.027,-0.056
14.000,2726.000,90.958,-5.095,9.224,903.000,655.000,1.677,-4.358,-0.051,0.013
14.000,2727.000,90.991,-3.586,4.301,904.000,651.000,1.510,-4.922,0.102,0.035
14.000,2728.000,91.024,-6.227,7.871,901.000,655.000,-2.641,3.570,-0.072,-0.010
14.000,2729.000,91.058,-3.604,3.084,903.000,651.000,2.623,-4.787,0.081,0.018
14.000,2730.000,91.091,0.756,-1.224,907.000,647.000,4.360,-4.308,-0.036,-0.070
14.000,2731.000,91.124,-3.320,3.898,903.000,652.000,-4.076,5.122,-0.003,0.014
14.000,2732.000,91.158,-12.988,11.508,893.000,660.000,-9.668,7.610,-0.057,0.101
14.000,2733.000,91.191,-3.689,10.357,901.000,660.000,9.299,-1.151,0.087,-0.083
14.000,2734.000,91.224,-6.320,13.322,898.000,664.000,-2.631,2.964,-0.119,-0.029
14.000,2735.000,91.258,-3.688,8.990,900.000,661.000,2.632,-4.332,0.157,0.043
14.000,2736.000,91.291,-2.319,9.091,901.000,662.000,1.369,0.101,-0.139,-0.033
14.000,2737.000,91.325,-6.087,10.182,897.000,664.000,-3.768,1.091,0.129,0.013
14.000,2738.000,91.358,-4.479,9.163,898.000,664.000,1.609,-1.018,-0.087,-0.025
14.000,2739.000,91.391,-4.031,7.247,898.000,663.000,0.448,-1.916,0.031,0.101
14.000,2740.000,91.425,-8.628,9.522,893.000,666.000,-4.597,2.275,-0.068,-0.008
14.000,2741.000,91.458,-2.765,-0.430,898.000,657.000,5.863,-9.952,0.082,-0.103
14.000,2742.000,91.491,-11.488,17.613,889.000,675.000,-8.724,18.043,-0.055,0.017
14.000,2743.000,91.525,-7.340,10.852,892.000,670.000,4.149,-6.761,0.033,0.055
14.000,2744.000,91.558,-9.606,10.767,889.000,671.000,-2.266,-0.085,0.002,0.011
14.000,2745.000,91.591,-4.645,9.690,893.000,671.000,4.961,-1.077,0.009,-0.128
14.000,2746.000,91.625,-6.181,9.721,891.000,672.000,-1.535,0.031,-0.075,0.090
14.000,2747.000,91.658,-5.562,8.749,891.000,672.000,0.618,-0.972,0.104,0.024
14.000,2748.000,91.692,-11.006,5.874,885.000,670.000,-5.444,-2.875,-0.061,-0.014
